id,Phrase,Anchor_or_Target
23256,reflective_type_liquid_crystal,target
23257,reflective_type_liquid_crystal_display,target
23258,reflective_type_liquid_display,target
23259,total_reflection_type_liquid_crystal_display_panel,target
23260,type_of_leaf,target
23261,acidic_stream,target
23262,agent_interface,target
23263,antidepressant,target
23264,aqueous_regenerant_solution,target
23265,cardiac_stimulant,target
23266,catalyst_regeneration,target
23267,cloud_agent,target
23268,effluent,target
23269,generation_agent_solution,target
23270,ion_exchanger,target
23271,ion_rich,target
23272,reaction_regeneration_agent,target
23273,regenerant,target
23274,regenerant_solutions,target
23275,regenerated_agent,target
23276,regenerated_agent_solution,target
23277,regenerating,target
23278,regenerating_agent,target
23279,regenerating_solution,target
23280,regeneration_agent_feeding_device,target
23281,regeneration_agent_solution,target
23282,regeneration_chemicals,target
23283,regeneration_mixture,target
23284,regeneration_solution,target
23285,regression_testing,target
23286,resin_agent,target
23287,resin_regeneration_agent,target
23288,washing_agent,target
23289,water_treatment,target
23290,cleaning_agent_recovery,target
23291,color_recovery_agent,target
23292,color_restoration,target
23293,corresponding_regeneration_agent,target
23294,fabric_care,target
23295,organ_regeneration,target
23296,reducing_agent,target
23297,regeneration_agent_container,target
23298,regeneration_material,target
23299,regeneration_reagent,target
23300,regeneration_substance,target
23301,regenerative_brake,target
23302,regenerative_medicine,target
23303,restoration_agent,target
23304,salt_in_water,target
23305,transplantation,target
23306,analog_input,target
23307,binary_values,target
23308,converter,target
23309,converter_channels,target
23310,digital_camera,target
23311,digital_certificate,target
23312,digital_circuits,target
23313,digital_converter,target
23314,digital_output,target
23315,digital_register,target
23316,digital_values,target
23317,heat_converter,target
23318,register_analog_to_digital_converter,target
23319,register_converter,target
23320,register_to_digital_converter,target
23321,register_values,target
23322,successive_approximation_register_analog_to_digital_converter,target
23323,successive_comparing_register,target
23324,temperature_to_digital_converter,target
23325,values_finder,target
23326,video_converter,target
23327,aligned_aperture,target
23328,aligned_hole,target
23329,alignment_hole,target
23330,blood_vessel_hole,target
23331,fishing_hole,target
23332,heart_hole_surgery,target
23333,jetting_channels,target
23334,manifold_plate_of_ink_jet_head,target
23335,peel_media,target
23336,penetration_hole,target
23337,print_head_chip,target
23338,printhead,target
23339,registration_aperture,target
23340,registration_cavity,target
23341,registration_crater,target
23342,registration_cutout,target
23343,registration_fees,target
23344,registration_gap,target
23345,registration_holes,target
23346,registration_perforation,target
23347,registration_space,target
23348,registration_system,target
23349,registration_therapy,target
23350,vehicle_registration,target
23351,axle_frame,target
23352,bogie,target
23353,correction_difference,target
23354,correction_value,target
23355,delay,target
23356,differential_value,target
23357,environment_data,target
23358,environment_factor,target
23359,environment_factor_information,target
23360,environment_information,target
23361,environmental_data,target
23362,environmental_factor,target
23363,environmental_factor_information,target
23364,environmental_information,target
23365,formula_of_magnesium_chloride,target
23366,formula_of_sodium_carbonate,target
23367,formula_one_cars,target
23368,railway_color_light,target
23369,relation_formula,target
23370,relational_calculation,target
23371,relational_database,target
23372,relational_equation,target
23373,relational_expression,target
23374,relational_formula,target
23375,relational_formulation,target
23376,relational_joints,target
23377,relational_matrix,target
23378,relational_operators,target
23379,relational_rule,target
23380,relational_system,target
23381,relationship,target
23382,relationship_expression,target
23383,relationship_formula,target
23384,remote_locomotive_control,target
23385,train_display_control_method,target
23386,wire_frame,target
23387,aiming_control_device,target
23388,below_water,target
23389,blood_remains,target
23390,diesel_oil_tank_filler,target
23391,heart_rate_value,target
23392,heart_valve_regurgitation,target
23393,preset_a_reference_value,target
23394,preset_temperature,target
23395,reference_number,target
23396,remain_below,target
23397,remain_below_level,target
23398,remain_below_predefined_value,target
23399,remain_below_reference_level,target
23400,remain_below_temperature,target
23401,remain_below_threshold_level,target
23402,remain_below_threshold_point,target
23403,remain_below_threshold_value,target
23404,remain_below_value,target
23405,remainder_calculator,target
23406,statistical_limit,target
23407,threshold_value,target
23408,upwardly_retracting_vehicle_door,target
23409,bulk_cargo,target
23410,cores,target
23411,excess_legs,target
23412,inertial_navigation_system,target
23413,leg_exercises,target
23414,leg_pain,target
23415,leg_system,target
23416,main_bracers,target
23417,mobile_data_remaining,target
23418,numbness_in_legs,target
23419,opposite_legs,target
23420,outer_legs,target
23421,outer_surfaces,target
23422,railway_level_crossing_safety_system,target
23423,railway_self_wheel_operation_equipment,target
23424,remaining_chemical_composition,target
23425,remaining_files,target
23426,remaining_leg_of_the_table,target
23427,remaining_leg_portion_in_the_opposite_sense,target
23428,remaining_legs,target
23429,remaining_tension_legs,target
23430,remaining_winding_legs,target
23431,secondary_ends,target
23432,secondary_windings,target
23433,side_legs,target
23434,side_surfaces,target
23435,support_legs,target
23436,swivel_platform,target
23437,electricity_generation,target
23438,geothermal_power,target
23439,global_electricity_power_generation,target
23440,hydroelectric_power,target
23441,natural_sources,target
23442,non_renewable_energy,target
23443,power_by_renewable_energy_sources,target
23444,power_of_an_engine,target
23445,power_punch,target
23446,power_resources,target
23447,pumping_power,target
23448,renewable_energy,target
23449,renewable_oils,target
23450,renewable_power_source,target
23451,renewable_resources,target
23452,solar_power,target
23453,super_powers,target
23454,wind_power,target
23455,energy,target
23456,syngas,target
23457,natural_energy,target
23458,photovoltaic,target
23459,photovoltaic_generation,target
23460,photovoltaic_power,target
23461,renewable,target
23462,renewable_energy_power,target
23463,wind_generation,target
23464,power_generating,target
23465,common_power,target
23466,renewable_energy_source,target
23467,renewable_generated_power,target
23468,renewable_generated_source,target
23469,energy_sources,target
23470,grid_electricity,target
23471,non_renewable_power,target
23472,power_function,target
23473,power_producers,target
23474,power_production_facilities,target
23475,power_set,target
23476,power_shaft,target
23477,power_steering_car,target
23478,power_train,target
23479,sustainable_energy,target
23480,unlimited_energy,target
23481,wind_energy,target
23482,application_request_routing,target
23483,array_buffer,target
23484,automatic_repeat_request_buffer,target
23485,buffer_length,target
23486,buffer_system,target
23487,descriptor_buffer,target
23488,enqueue,target
23489,fifo,target
23490,fuel_mass_flow_evaluation,target
23491,memory_buffer,target
23492,memory_request_buffer,target
23493,memory_request_module,target
23494,pipeline_agent,target
23495,pipeline_buffer,target
23496,pipeline_memory,target
23497,pipelined_memory,target
23498,pipelined_memory_buffer,target
23499,pipelined_request_buffer,target
23500,pipelined_request_memory,target
23501,request,target
23502,request_buffer,target
23503,request_buffer_address,target
23504,request_buffers,target
23505,request_fifo,target
23506,request_letter_head,target
23507,request_memory,target
23508,request_memory_buffer,target
23509,request_module,target
23510,request_of_communication_service,target
23511,request_parameter_buffer,target
23512,request_queue,target
23513,requests_buffer,target
23514,requests_buffers,target
23515,response_buffer,target
23516,access_request,target
23517,buffer_image,target
23518,buffer_media,target
23519,cache_buffer,target
23520,cache_table,target
23521,data_queue,target
23522,data_request_buffer,target
23523,database_in_order,target
23524,database_order,target
23525,deny_request,target
23526,ingress_buffer,target
23527,network_data_buffer,target
23528,network_request_buffer,target
23529,outgoing_buffer,target
23530,read_request_queue,target
23531,receive_request,target
23532,repeat_request_buffer,target
23533,request_buffer_memory,target
23534,request_buffer_pool,target
23535,request_buffer_queue,target
23536,request_database,target
23537,request_for_leave,target
23538,request_in_list,target
23539,request_in_table,target
23540,request_remote_authorization,target
23541,request_storage_list,target
23542,request_storage_table,target
23543,request_table,target
23544,storage_database,target
23545,storage_database_order,target
23546,storage_in_order,target
23547,translation_request_buffer,target
23548,resilient_metal_strips,target
23549,alloy_article,target
23550,elastically_deformed_metal,target
23551,metal_article,target
23552,metal_elasticity,target
23553,metal_plasticity,target
23554,metal_reactivity,target
23555,repellent_metal,target
23556,resilient_flooring,target
23557,resilient_grid,target
23558,resilient_propagation,target
23559,resilient_vinyl_flooring,target
23560,resistant_metal,target
23561,steel_article,target
23562,strong_metal,target
23563,toughness_of_metal,target
23564,unsusceptible_metal,target
23565,resilient_sheet_metal,target
23566,elastic_material,target
23567,resilient_material,target
23568,resilient_metal_strip,target
23569,resilient_steel,target
23570,blinds_reading,target
23571,blinds_sticks,target
23572,double_window_with_air_conditioning_gap,target
23573,flexible_metal,target
23574,glazing_panels,target
23575,heat_insulating_door,target
23576,inflexible_metal,target
23577,liquid_metal_printed_circuit_board,target
23578,liquid_metal_shunt,target
23579,medical_metal_needle,target
23580,pliable_metal,target
23581,resilient_form,target
23582,resilient_metal,target
23583,roof_sheets,target
23584,sheet_breaker,target
23585,shop_shutters,target
23586,window_blinds,target
23587,bifurcated_clip,target
23588,clip,target
23589,clip_art,target
23590,clip_converter,target
23591,holding_material,target
23592,include_resilient_clip,target
23593,material_to_attach,target
23594,needle,target
23595,resilient_clip,target
23596,resilient_coil_spring,target
23597,resilient_dataset,target
23598,resilient_guitar_chords,target
23599,resilient_leaf_spring,target
23600,resilient_leap_clip,target
23601,resilient_people,target
23602,resilient_person,target
23603,resilient_spring_clip_needle_guard,target
23604,resilient_spring_clipped,target
23605,resilient_spring_fastener,target
23606,resilient_spring_member,target
23607,resilient_spring_members,target
23608,retainer_spanning,target
23609,spring_clip,target
23610,spring_clip_safety,target
23611,clip_convertor,target
23612,clipboard,target
23613,flexible_retaining_member,target
23614,resilient_retaining_clip,target
23615,rigid_stud,target
23616,sheet_metal_retainer,target
23617,spring_steel_clip,target
23618,additional_emitter,target
23619,base_camp,target
23620,base_emitter,target
23621,base_respective_emitter,target
23622,bipolar_transistor,target
23623,corresponding_emitter,target
23624,corresponding_respective_source,target
23625,corresponding_source,target
23626,emitter_collector,target
23627,emitter_supply,target
23628,land_base,target
23629,multicollector_transistor,target
23630,n_p_n_transistor,target
23631,p_n_p_type_transistor,target
23632,phototransistor,target
23633,respective_base,target
23634,respective_collector,target
23635,respective_source,target
23636,respective_team,target
23637,respective_vendors,target
23638,second_phototransistors,target
23639,separate_emitter,target
23640,split_collector,target
23641,supply_charge_carrier,target
23642,water_emitters,target
23643,bolt_retainer,target
23644,bolt_retaining_sleeve,target
23645,curved_tubes,target
23646,dental_retainers,target
23647,deposition_head,target
23648,fastener,target
23649,fastener_system,target
23650,feed_rollers,target
23651,guide_tube,target
23652,lightning_bolts,target
23653,ortho_retainer,target
23654,plate_shaped_material,target
23655,push_on_fasteners,target
23656,retainer,target
23657,retainer_bolt,target
23658,retainer_bolt_assembly,target
23659,retainer_for_midline_diastema,target
23660,retainer_for_teeth,target
23661,retainer_invoice,target
23662,retainers_bolts,target
23663,retaining_bolt,target
23664,retaining_bolts,target
23665,screws,target
23666,segmented_reflectors,target
23667,insert_retaining_member,target
23668,insert_retaining,target
23669,shaped_insert,target
23670,circular_retaining_insert,target
23671,clipper,target
23672,insert_query,target
23673,maintain_injection,target
23674,nut,target
23675,primary_retaining_member,target
23676,retainer_insert,target
23677,retainer_insert_slot,target
23678,retainer_slot,target
23679,retainer_trough,target
23680,retaining_information,target
23681,retaining_insert_slot,target
23682,retaining_inserts,target
23683,retaining_slot,target
23684,retaining_wall,target
23685,retention_insert,target
23686,snug_fitting_relation,target
23687,texture_wood,target
23688,threaded_member,target
23689,threaded_plate,target
23690,wall_stone,target
23691,wedged_shaped,target
23692,attachment_shoulder,target
23693,circular_retaining_member,target
23694,holding_insert,target
23695,holding_insertion,target
23696,insert_collar,target
23697,plastic_holding_insert,target
23698,plastic_retaining_insert,target
23699,respective_holding_insert,target
23700,respective_retaining,target
23701,respective_retaining_insert,target
23702,retainer_inserts,target
23703,retaining_insertion,target
23704,snap_post,target
23705,snug_fitting,target
23706,stud_anchor,target
23707,central_retinal_artery,target
23708,create_visual_perception,target
23709,eye,target
23710,eye_tissue,target
23711,eyeball_tissue,target
23712,eyes_as_a_organ,target
23713,eyes_detect_light,target
23714,human_body,target
23715,innermost_layer_of_the_eye,target
23716,lenses_to_form_an_image,target
23717,retention,target
23718,reticuloendothelial_system,target
23719,retina,target
23720,retina_tissue,target
23721,retinal,target
23722,retinal_cone_tissue,target
23723,retinal_eye,target
23724,retinal_eye_tissue,target
23725,retinal_rod_tissue,target
23726,retinopathy,target
23727,retirement,target
23728,scar_tissue,target
23729,tissue_of_eyes,target
23730,tissue_paper,target
23731,transport_tissue,target
23732,visual_system,target
23733,blurred_vision,target
23734,effective_mass,target
23735,endothelium,target
23736,epiretinal_cell,target
23737,eyelining_mass,target
23738,intraocular_cells,target
23739,intraocular_structures,target
23740,intraocular_tissue,target
23741,nerve_tissue,target
23742,optic_nerve_cell,target
23743,retina_tissue_including,target
23744,retinal_blood_vessels,target
23745,retinal_epithelium,target
23746,retinal_pigment_epithelium,target
23747,retinal_such_including,target
23748,retinal_tissue_including,target
23749,routine,target
23750,rutoside,target
23751,structures,target
23752,supportive_tissue,target
23753,visual_impairment,target
23754,vitrectomy,target
23755,vitreous,target
23756,animals,target
23757,human_cells,target
23758,human_tissue,target
23759,stem_cells,target
23760,stem_tissue,target
23761,airtight_vessel,target
23762,computed_process,target
23763,copper_retort,target
23764,downward_pointing_neck,target
23765,dry_distillation,target
23766,food_processing,target
23767,gasification,target
23768,gasification_process,target
23769,gasification_reactor,target
23770,gasification_unit,target
23771,glass_retort,target
23772,heat_sterilization,target
23773,heating_methods,target
23774,hydrocracking_process,target
23775,hydrocracking_reactor,target
23776,legal_process,target
23777,process_system,target
23778,processing_method,target
23779,reactor_unit,target
23780,refinery,target
23781,refinery_reactor,target
23782,retort_sterilization,target
23783,retorting,target
23784,retorting_reactor,target
23785,retorting_zone,target
23786,separation_system,target
23787,shale_retorting,target
23788,situ_retorting,target
23789,spherical_vessel,target
23790,sterilizing_process,target
23791,sun_heat,target
23792,system_process,target
23793,thermal_flask,target
23794,thermal_processing,target
23795,thermal_wear,target
23796,tough_process,target
23797,brake_device,target
23798,braking_device,target
23799,gear_wheel,target
23800,golf_trolley,target
23801,infant_carrier_for_rough_terrain,target
23802,kidney_structure,target
23803,nephron_structure,target
23804,return_arrangements,target
23805,return_assembly,target
23806,return_construction,target
23807,return_date,target
23808,return_element,target
23809,return_groove_structure,target
23810,return_statement,target
23811,return_structure,target
23812,return_structures,target
23813,shopping_trolley_for_pedestrian,target
23814,structure_system,target
23815,tax_return,target
23816,baffle_disposed,target
23817,exhaust_duct,target
23818,exhaust_ducts,target
23819,exhaust_inlet,target
23820,exhaust_port,target
23821,gas_inlet,target
23822,gas_loop,target
23823,gas_port,target
23824,gas_valve,target
23825,manifold,target
23826,recirculation_loop,target
23827,recirculation_valve,target
23828,return_duct,target
23829,return_ducts,target
23830,return_to_structure,target
23831,concentrator,target
23832,concentrator_assembly,target
23833,concentrator_disposed,target
23834,concentrator_located,target
23835,sensor_assembly,target
23836,sensor_assembly_located,target
23837,sensor_disposed,target
23838,sensor_located,target
23839,sensor_structure,target
23840,air_pipe,target
23841,airvent,target
23842,cancer_prevention,target
23843,circuitous_shape,target
23844,exhaust_exchanger,target
23845,gas_return_structure,target
23846,gas_return_structures,target
23847,gas_the_structure,target
23848,gas_the_structures,target
23849,non_return_groove,target
23850,non_return_structure,target
23851,recirculation_element,target
23852,respective_return_structure,target
23853,respective_return_structures,target
23854,respective_the_structure,target
23855,return_channel,target
23856,return_code,target
23857,return_exchanger,target
23858,return_flight,target
23859,return_prevention_structure,target
23860,return_type_of_malloc,target
23861,returning_structure,target
23862,separate_return_path,target
23863,smoke_back_prevention_structure,target
23864,smoke_return_prevention_structure,target
23865,transmission_path,target
23866,rhodium,target
23867,rhodium_metal,target
23868,rhodium_oxide,target
23869,rhodium_trichloride,target
23870,carbonyl_compounds,target
23871,carbonyl_oxidation_state,target
23872,cationic_carbonyl_complexes,target
23873,complex_compounds,target
23874,coordination_compounds,target
23875,hydrogen,target
23876,metal_carbonyl,target
23877,metal_carbonyls,target
23878,metal_chelates,target
23879,organometallics,target
23880,organorhodium_compound,target
23881,plastic_compounds,target
23882,platinum_rhodium_alloy,target
23883,resonance_carbonyl,target
23884,rh4co12,target
23885,rhodium_carbonyl_chloride,target
23886,rhodium_compounds,target
23887,rhodium_jewelry,target
23888,tetrarhodium_dodecacarbonyl,target
23889,volatile,target
23890,ccl2orh,target
23891,chelates,target
23892,coal,target
23893,cobalt,target
23894,complex_compound,target
23895,coordination_compound,target
23896,d_block_element,target
23897,group_d_metal,target
23898,iridium,target
23899,iridium_acyl,target
23900,iridium_carbonyl,target
23901,iridium_rhodium_acyl,target
23902,iridium_rhodium_carbonyl,target
23903,modified_rhodium_carbonyl,target
23904,precious_metal,target
23905,pvc_pipe,target
23906,rh2cl2co4,target
23907,rhenium_acyl,target
23908,rhenium_carbonyl,target
23909,rhodium_carbonyl_compounds,target
23910,rhodium_complex,target
23911,rhodium_iridium_carbonyl,target
23912,rhodium_jewellery,target
23913,ricin,target
23914,transition_metal,target
23915,un_complexed_rhodium_carbonyl,target
23916,aspirin,target
23917,codeine,target
23918,elimination_half_life,target
23919,headache,target
23920,ibuprofen,target
23921,metabolism,target
23922,migraine_headaches,target
23923,morphine,target
23924,pain,target
23925,painkiller_drug,target
23926,paracetamol,target
23927,protein_binding,target
23928,rain,target
23929,rizzle,target
23930,sumatriptan,target
23931,treat_migraines,target
23932,vasoconstriction,target
23933,1h_indole_3_ethanamine_nn_dimethyl_5_1h_124_triazol_1_ylmethyl,target
23934,2_5_1h_124_triazol_1_ylmethyl_1h_indol_3_yl_nn_dimethylethanamine,target
23935,5_ht1_receptor_activation,target
23936,administrative_department,target
23937,bizaliv,target
23938,dizziness,target
23939,drowsiness,target
23940,lactose,target
23941,mannitol,target
23942,maxalt,target
23943,nn_dimethyl_2_5_124_triazol_1_ylmethyl_1h_indol_3_ylethanamine,target
23944,rizact,target
23945,rizalt,target
23946,sun_tanning,target
23947,technical_support,target
23948,biological_macromolecules,target
23949,cdna,target
23950,cellular_protein_synthesis,target
23951,data_sequence,target
23952,genetic_information_sequence,target
23953,line_sequence,target
23954,mrna,target
23955,non_coding_rna,target
23956,nucleic_acid_sequencing,target
23957,nucleotide_sequence,target
23958,optical_activity,target
23959,order_processing,target
23960,people_sequence,target
23961,racemic_mixture,target
23962,ribonucleic_acid_sequence,target
23963,ribonucleic_acid_sequencing,target
23964,rna_sequencing,target
23965,sequencing,target
23966,transcriptome_analysis,target
23967,cd_expression,target
23968,dna_sequence,target
23969,food_sequence,target
23970,immunohistochemistry,target
23971,nucleic_acid,target
23972,pc_expression,target
23973,ribozyme,target
23974,rna_code,target
23975,rna_molecule,target
23976,rna_sequence,target
23977,sequence_game,target
23978,sequence_learning,target
23979,sequence_region,target
23980,sequences_and_series,target
23981,vehicle_sequence_number,target
23982,movable_element,target
23983,movable_lever,target
23984,rocker,target
23985,rocking_lever,target
23986,automatic_control_rocker_program,target
23987,gear_lever,target
23988,internal_pressure_regulator,target
23989,lever_program_means,target
23990,nozzle_surface_cleaning_apparatus,target
23991,pivoting_lever,target
23992,planographic_printing_plate,target
23993,print_cartridge,target
23994,rocker_arm_lever,target
23995,rocker_arms,target
23996,rocker_effect,target
23997,rocker_knife,target
23998,rocker_lever,target
23999,rocker_lever_assembly,target
24000,rocker_program_in_the_control_unit,target
24001,rocker_shaft,target
24002,rocker_system,target
24003,valve_train,target
24004,control_lever,target
24005,pair,target
24006,pair_lever,target
24007,stop_lever,target
24008,swing_lever,target
24009,swingable_lever,target
24010,bench_bar,target
24011,handle_bar,target
24012,hollow_piston,target
24013,knuckle_joint_snap,target
24014,lever_retention_rule,target
24015,lever_rule_between_the_liquidus_and_solidus,target
24016,lever_rule_for_mole_fraction,target
24017,mounting_plate_for_furniture,target
24018,oscillating_lever,target
24019,poppet_valve,target
24020,radial_movement,target
24021,recliner_crowbar,target
24022,rocker_lever_ball_socket_retainer,target
24023,roller_lever,target
24024,rotating_machine,target
24025,rotating_threads,target
24026,anti_roll_bar,target
24027,coil_roll,target
24028,eye_roll_exercise,target
24029,hot_steel_roller,target
24030,medical_cotton_roll,target
24031,piece_of_work,target
24032,roll_call,target
24033,roll_on_workparts,target
24034,roll_on_workpiece,target
24035,roll_workpiece,target
24036,rolling_operation,target
24037,spin_on_workpiece,target
24038,spinning_roller,target
24039,strip_finishing_horizontal_cylindrical_surface_system,target
24040,titanium_steel_composite_plate,target
24041,vehicle_seat_reinforcing_plate,target
24042,workpiece_roll_over_unit,target
24043,workpiece_roller,target
24044,workpiece_rolling_machine,target
24045,workpieces,target
24046,class_roll,target
24047,grooving_rollers,target
24048,roll_on_inhaler,target
24049,roll_on_object,target
24050,roll_on_perfume,target
24051,roll_on_piece,target
24052,tension_clamp,target
24053,ac_electric,target
24054,ac_electrical,target
24055,airflow,target
24056,brushless_electric,target
24057,brushless_electrical,target
24058,bumping_degree,target
24059,controller_of_rotary_electric_machine,target
24060,current_electric,target
24061,current_electrical,target
24062,driven,target
24063,electric_system,target
24064,electric_toothbrush,target
24065,excited,target
24066,induction,target
24067,landing_assist_apparatus,target
24068,multiphase_electric,target
24069,multiphase_electrical,target
24070,polyphase_ac_electric,target
24071,polyphase_current_electric,target
24072,polyphase_electric,target
24073,polyphase_electrical,target
24074,polyphase_speed_electric,target
24075,potential_tailstrike_during_landing,target
24076,rotary_electric,target
24077,rotary_electric_machine,target
24078,rotary_electric_machines,target
24079,rotary_electrical,target
24080,rotary_electrical_contactors,target
24081,rotary_emblem,target
24082,rotary_encoder_code,target
24083,rotary_gun,target
24084,rotary_logo_vector,target
24085,rotary_tattoo_machine,target
24086,rotating_electrical,target
24087,speed_electric,target
24088,speed_electrical,target
24089,stationary_electric,target
24090,swivelling_flap,target
24091,synchronous,target
24092,synchronous_electric,target
24093,synchronous_electrical,target
24094,rotary,target
24095,rotating_electric,target
24096,auxiliary_electric,target
24097,auxiliary_electrical,target
24098,auxiliary_working,target
24099,digital_convertor,target
24100,dynamo_electric,target
24101,dynamo_electric_electrical,target
24102,dynamo_rotating_electric,target
24103,dynamo_rotating_electrical,target
24104,dynamoelectric,target
24105,electric_electrical,target
24106,electric_pulse,target
24107,electric_rotary_actuators,target
24108,electric_working,target
24109,engine_fuel_injector,target
24110,idle_controlling_of_vehicle,target
24111,lawn_mover,target
24112,motor_electric,target
24113,motor_electric_electrical,target
24114,motor_rotating_electric,target
24115,motor_rotating_electrical,target
24116,pinion_restoring_noise,target
24117,rotary_blood,target
24118,rotary_converter,target
24119,rotary_heart_shaped_mobile_phone,target
24120,rotary_router_bit,target
24121,rotary_tool,target
24122,rotating_electronics,target
24123,specified_rotary_electric,target
24124,specified_rotary_electrical,target
24125,specified_rotating_electric,target
24126,specified_rotating_electrical,target
24127,turning_electric,target
24128,twisting_electric,target
24129,bluetooth_portable_rotary_phone,target
24130,eye_section,target
24131,fixed_section,target
24132,metal_strip_treatment_installation,target
24133,revolving_section,target
24134,rotary_parts,target
24135,rotary_router,target
24136,rotary_sections,target
24137,rotary_switch,target
24138,rotating_section,target
24139,section_of_wall,target
24140,spinning_section,target
24141,turning_section,target
24142,twisting_section,target
24143,vessel_engine_spindle,target
24144,companion_section,target
24145,fluid_companion_section,target
24146,rotary_shaft,target
24147,shaped_rotary_section,target
24148,bearing_area,target
24149,brush_region,target
24150,center_point,target
24151,holding_rotary_section,target
24152,holding_rotary_unit,target
24153,holding_rotating_section,target
24154,holding_rotating_unit,target
24155,housing_sections,target
24156,movable_part,target
24157,non_rotary_section,target
24158,rotary_brush_section,target
24159,rotary_envelope,target
24160,rotary_holding,target
24161,rotary_holding_section,target
24162,rotary_member,target
24163,rotary_table,target
24164,rotary_transformer_section,target
24165,rotary_unit,target
24166,rotating_assembly,target
24167,rotating_housing,target
24168,rotating_motor,target
24169,rotational_equilibrium,target
24170,sectionalizer_switch,target
24171,spinner_members,target
24172,sticking_section,target
24173,magnet,target
24174,rotary_assembly,target
24175,rotary_motor,target
24176,chamber_brick,target
24177,chamber_interior,target
24178,chamber_of_commerce,target
24179,chamber_of_the_ceo,target
24180,fixed_container,target
24181,movable_cylinder,target
24182,movable_drum,target
24183,movable_enclosure,target
24184,office_chamber,target
24185,official_chamber,target
24186,revolving_vessel,target
24187,rotary_chamber,target
24188,rotary_rotatable,target
24189,rotatable,target
24190,rotatable_bioreactor,target
24191,rotatable_cartridge,target
24192,rotatable_cylinder,target
24193,rotatable_drum,target
24194,rotatable_enclosure,target
24195,rotatable_housing,target
24196,rotatable_monitor,target
24197,rotating_double_chamber,target
24198,cylindrical_chamber,target
24199,cylindrical_mixing_chamber,target
24200,framework,target
24201,rotatable_container,target
24202,substantially_cylindrical_chamber,target
24203,substantially_mixing_chamber,target
24204,chamber_side,target
24205,fluid_chamber,target
24206,fluid_side,target
24207,hollow_chamber,target
24208,hollow_conduit,target
24209,rotatable_chambers,target
24210,rotatable_conduit,target
24211,rotatable_sealable_chamber,target
24212,rotating_chamber,target
24213,rotating_chambers,target
24214,sealant_rotatable_chamber,target
24215,sealant_sealable_chamber,target
24216,bioreactor,target
24217,bowl_mill,target
24218,chamber_drum,target
24219,cylindrical,target
24220,fixed_ring,target
24221,moving_compartment,target
24222,non_rotatable_components,target
24223,non_rotatable_shaft,target
24224,non_rotating_pulse_echo,target
24225,open_ended_rotatable_chamber,target
24226,quarter_chamber,target
24227,rotatable_bookshelf,target
24228,rotatable_mirror,target
24229,rotatable_table,target
24230,rotating_cylindrical_housing,target
24231,rotating_screen,target
24232,sealed_chamber,target
24233,spinner_bowl,target
24234,stationary_chamber,target
24235,stationary_ring,target
24236,wind_mill,target
24237,auto_rotate_mobile_screen,target
24238,axis_hypersomnia,target
24239,blade_sharpening_system,target
24240,countershaft,target
24241,dispose_on_longitudinal_axis,target
24242,dispose_on_longitudinal_side,target
24243,fix_on_the_longitudinal_axis,target
24244,gear_grinding_device,target
24245,grinding_wheel,target
24246,gyrate_on_its_longitudinal_axis,target
24247,locate_on_longitudinal_axis,target
24248,longitudinal_axis_of_earth,target
24249,longitudinal_axis_of_myofibrils,target
24250,longitudinal_channel_bone,target
24251,move_along_its_longitudinal_axis,target
24252,rotate_about_central_longitudinal_axis,target
24253,rotate_about_its_longitudinal_axis,target
24254,rotate_along_its_longitudinal_axis,target
24255,rotate_along_longitudinal_axis,target
24256,rotate_around_its_longitudinal_axis,target
24257,rotate_image,target
24258,rotate_in_longitudinal_direction,target
24259,rotate_on_its_longitudinal_axis,target
24260,rotate_on_its_reference_axis,target
24261,rotate_on_longitudinal_axis,target
24262,rotating_on_the_axis,target
24263,spinning_on_its_longitudinal_axis,target
24264,stretch_in_its_longitudinal_direction,target
24265,turn_on_its_longitudinal_axis,target
24266,twist_on_its_longitudinal_axis,target
24267,building_frame_with_panel,target
24268,central_longitudinal_axis,target
24269,door_frames,target
24270,eye_longitudinal_section,target
24271,high_security_lock,target
24272,linear_move_on_its_longitudinal_axis,target
24273,lines_joiner,target
24274,lines_selector,target
24275,perpendicular_lines,target
24276,plane_cleaner,target
24277,program_for_array_rotation,target
24278,rotate_speed_signal_processor,target
24279,shutters,target
24280,spin_on_its_longitudinal_axis,target
24281,stationary_longitudinal_axis,target
24282,transverse_plane,target
24283,windows_blinds,target
24284,anti_rotation_protrusion,target
24285,femoral_tray,target
24286,housing_protrusion,target
24287,housing_rotation_protrusion,target
24288,pivot_protrusion,target
24289,rotation_pin,target
24290,rotation_projection,target
24291,rotational_projection,target
24292,rotational_protrusion,target
24293,earth_rotation,target
24294,knob_groove,target
24295,link_projection,target
24296,link_projections,target
24297,medial,target
24298,movement_of_auxin,target
24299,paracentral_disc_protrusion,target
24300,position_fixing_groove,target
24301,rotating_protrusion,target
24302,rotating_protrusions,target
24303,rotation_guide_groove,target
24304,rotation_prevention_protrusion,target
24305,rotation_projections,target
24306,rotation_protrusions,target
24307,rotational_movement_member,target
24308,shuttle_rotation,target
24309,slip,target
24310,slip_projection,target
24311,slippers,target
24312,supination,target
24313,bent_protrusion,target
24314,closure_panel_for_motor_vehicle,target
24315,diffusion_rotation_matrix,target
24316,mechanical_brake,target
24317,optimization_rotation_matrix,target
24318,pivoting_projection,target
24319,protruding_chin,target
24320,protruding_jaw,target
